Date,WTI,RBOB,HO
2019-12-11,58.7599983215332,68.29619765281677,81.00959944725037
2019-12-12,59.18000030517578,68.38859796524048,81.93359756469727
2019-12-13,60.06999969482422,69.8544008731842,83.42880034446716
2019-12-16,60.209999084472656,69.83340239524841,84.18899631500244
2019-12-17,60.939998626708984,70.79940247535706,85.40280246734619
2019-12-18,60.93000030517578,70.71959924697876,84.85259628295898
2019-12-19,61.220001220703125,71.6855993270874,85.23900032043457
2019-12-20,60.439998626708984,71.64360237121582,84.91560173034668
2019-12-23,60.52000045776367,71.61420249938965,84.93240451812744
2019-12-24,61.11000061035156,72.53399991989136,85.52459764480591
2019-12-26,61.68000030517578,73.65540075302124,86.18819761276245
2019-12-27,61.720001220703125,73.3866012096405,86.08319520950317
2019-12-30,61.68000030517578,72.58859896659851,85.70520257949829
2019-12-31,61.060001373291016,71.30760169029236,85.18860197067261
2020-01-02,61.18000030517578,71.5764012336731,85.01220273971558
2020-01-03,63.04999923706055,73.44960165023804,86.57879734039307
2020-01-06,63.27000045776367,73.68480062484741,85.42380094528198
2020-01-07,62.70000076293945,72.33240151405334,85.36079549789429
2020-01-08,59.61000061035156,69.24960064888,82.24439907073975
2020-01-09,59.560001373291016,69.41339778900146,81.9041976928711
2020-01-10,59.040000915527344,69.70320081710815,80.99280166625977
2020-01-13,58.08000183105469,69.60659980773926,79.71600008010864
2020-01-14,58.22999954223633,69.48479962348938,80.23260068893433
2020-01-15,57.810001373291016,68.74560213088989,78.87180018424988
2020-01-16,58.52000045776367,69.50160241127014,78.12000060081482
2020-01-17,58.540000915527344,68.90519857406616,78.08640003204346
2020-01-21,58.34000015258789,68.73300004005432,76.8264012336731
2020-01-22,56.7400016784668,66.3431990146637,75.60839939117432
2020-01-23,55.59000015258789,65.5283989906311,75.24719953536987
2020-01-24,54.189998626708984,63.63840079307556,72.82799863815308
2020-01-27,53.13999938964844,62.327998638153076,70.53899931907654
2020-01-28,53.47999954223633,63.13440227508545,72.06779766082764
2020-01-29,53.33000183105469,64.29359936714172,71.54700136184692
2020-01-30,52.13999938964844,62.73540115356445,68.86320161819458
2020-01-31,51.560001373291016,62.52540135383606,68.22900152206421
2020-02-03,50.11000061035156,61.89540195465088,66.27180218696594
2020-02-04,49.61000061035156,60.614399671554565,66.52379894256592
2020-02-05,50.75,62.42459964752197,69.10680198669434
2020-02-06,50.95000076293945,62.916001081466675,69.94680118560791
2020-02-07,50.31999969482422,64.0038013458252,69.01860237121582
2020-02-10,49.56999969482422,63.89459824562073,67.72499799728394
2020-02-11,49.939998626708984,63.59639883041382,68.32140183448792
2020-02-12,51.16999816894531,66.40199875831604,70.37939786911011
2020-02-13,51.41999816894531,66.36839818954468,70.58100128173828
2020-02-14,52.04999923706055,66.49859976768494,71.32439947128296
2020-02-18,52.04999923706055,67.82159900665283,70.24079990386963
2020-02-19,53.290000915527344,69.8586015701294,71.6855993270874
2020-02-20,53.779998779296875,70.12740111351013,71.29920029640198
2020-02-21,53.380001068115234,69.32519817352295,70.83719873428345
2020-02-24,51.43000030517578,67.58219933509827,67.75439786911011
2020-02-25,49.900001525878906,64.36080050468445,65.87700176239014
2020-02-26,48.72999954223633,61.10580110549927,62.97480082511902
2020-02-27,47.09000015258789,59.245197772979736,62.54639983177185
2020-02-28,44.7599983215332,58.610997676849365,62.605199575424194
2020-03-02,46.75,64.66320061683655,64.20539975166321
2020-03-03,47.18000030517578,64.31459784507751,64.38599967956543
2020-03-04,46.779998779296875,65.33100128173828,64.39440107345581
2020-03-05,45.900001525878906,63.91560173034668,62.51699995994568
2020-03-06,41.279998779296875,58.3380024433136,58.17840099334717
2020-03-09,31.1299991607666,47.74979782104492,48.84179878234863
2020-03-10,34.36000061035156,48.59819841384888,52.49579930305481
2020-03-11,32.97999954223633,46.63259768486023,51.99600148200989
2020-03-12,31.5,37.69499909877777,48.711602210998535
2020-03-13,31.729999542236328,37.766400933265686,47.770801305770874
2020-03-16,28.700000762939453,28.975799202919006,43.95719933509827
2020-03-17,26.950000762939453,29.878798842430115,43.49939846992493
2020-03-18,20.3700008392334,26.783400893211365,40.076401233673096
2020-03-19,25.219999313354492,28.770000100135803,43.75140023231506
2020-03-20,22.43000030517578,25.426801085472107,42.26459884643555
2020-03-23,23.360000610351562,17.29559987783432,42.676202058792114
2020-03-24,24.010000228881836,18.635399401187897,45.37259888648987
2020-03-25,24.489999771118164,22.965600728988647,46.107600688934326
2020-03-26,22.600000381469727,22.83959984779358,44.11260008811951
2020-03-27,21.510000228881836,24.09540045261383,44.87700176239014
2020-03-30,20.09000015258789,24.591000080108643,42.81480002403259
2020-03-31,20.479999542236328,24.07439947128296,42.5081992149353
2020-04-01,20.309999465942383,22.953001141548157,39.156598806381226
2020-04-02,25.31999969482422,27.837600588798523,41.7942008972168
2020-04-03,28.34000015258789,29.04720103740692,44.96520137786865
2020-04-06,26.079999923706055,29.46720063686371,43.919398069381714
2020-04-07,23.6299991607666,27.224398970603943,43.155001401901245
2020-04-08,25.09000015258789,28.475998878479004,42.44939947128296
2020-04-09,22.760000228881836,28.446599006652832,40.849199295043945
2020-04-13,22.40999984741211,29.538599967956543,41.773199915885925
2020-04-14,20.110000610351562,30.24000120162964,39.65639913082123
2020-04-15,19.8700008392334,30.25679898262024,38.379600048065186
2020-04-16,19.8700008392334,29.614199995994568,39.744601249694824
2020-04-17,18.270000457763672,29.849398970603943,40.16460084915161
2020-04-20,-37.630001068115234,28.068598866462708,37.287599086761475
2020-04-21,10.010000228881836,21.432599186897278,30.529799222946167
2020-04-22,13.779999732971191,26.812800765037537,30.70620095729828
2020-04-23,16.5,27.03119945526123,30.848999619483948
2020-04-24,16.940000534057617,27.7703994512558,27.16140103340149
2020-04-27,12.779999732971191,27.228599667549133,25.6368008852005
2020-04-28,12.34000015258789,28.022401213645935,26.493600368499756
2020-04-29,15.0600004196167,30.542398810386658,29.1690012216568
2020-04-30,18.84000015258789,29.307599186897278,30.73979902267456
2020-05-01,19.780000686645508,32.184600949287415,33.436200857162476
2020-05-04,20.389999389648438,34.503000140190125,33.730199575424194
2020-05-05,24.559999465942383,37.8546005487442,37.63200116157532
2020-05-06,23.989999771118164,36.829800724983215,34.60800004005432
2020-05-07,23.549999237060547,39.11880004405975,35.15820121765137
2020-05-08,24.739999771118164,39.99239981174469,37.770599126815796
2020-05-11,24.139999389648438,38.816399931907654,36.48540115356445
2020-05-12,25.780000686645508,38.57700026035309,35.21280026435852
2020-05-13,25.290000915527344,35.81339979171753,34.91879904270172
2020-05-14,27.559999465942383,38.40899991989136,37.581600308418274
2020-05-15,29.43000030517578,40.74840009212494,38.656800985336304
2020-05-18,31.81999969482422,43.08359956741333,42.26879954338074
2020-05-19,32.5,43.89839959144592,40.89119875431061
2020-05-20,33.4900016784668,43.83959984779358,41.605199575424194
2020-05-21,33.91999816894531,43.89419889450073,41.53800094127655
2020-05-22,33.25,43.604400873184204,41.24399971961975
2020-05-26,34.349998474121094,44.05380034446716,41.613600969314575
2020-05-27,32.810001373291016,41.71860086917877,40.828200817108154
2020-05-28,33.709999084472656,41.936999559402466,38.87519967556
2020-05-29,35.4900016784668,43.08780026435852,40.517399311065674
2020-06-01,35.439998626708984,44.80139923095703,43.21800184249878
2020-06-02,36.810001373291016,46.96859836578369,45.86820101737976
2020-06-03,37.290000915527344,47.010600328445435,44.713199615478516
2020-06-04,37.40999984741211,48.258002042770386,45.11220073699951
2020-06-05,39.54999923706055,50.9712016582489,48.32519817352295
2020-06-08,38.189998626708984,50.19000220298767,47.09459924697876
2020-06-09,38.939998626708984,50.83259868621826,48.49740171432495
2020-06-10,39.599998474121094,50.81580090522766,49.26599907875061
2020-06-11,36.34000015258789,46.989601850509644,45.69600248336792
2020-06-12,36.2599983215332,47.22060012817383,46.258800745010376
