Date,HO
2020-02-26,1.499400019645691
2020-02-27,1.4891999959945679
2020-02-28,1.4905999898910522
2020-03-02,1.5286999940872192
2020-03-03,1.5329999923706055
2020-03-04,1.5332000255584717
2020-03-05,1.4884999990463257
2020-03-06,1.385200023651123
2020-03-09,1.1628999710083008
2020-03-10,1.249899983406067
2020-03-11,1.2380000352859497
2020-03-12,1.1598000526428223
2020-03-13,1.1374000310897827
2020-03-16,1.0465999841690063
2020-03-17,1.0356999635696411
2020-03-18,0.954200029373169
2020-03-19,1.041700005531311
2020-03-20,1.0062999725341797
2020-03-23,1.0161000490188599
2020-03-24,1.080299973487854
2020-03-25,1.0978000164031982
2020-03-26,1.0503000020980835
2020-03-27,1.06850004196167
2020-03-30,1.0194000005722046
2020-03-31,1.0120999813079834
2020-04-01,0.9322999715805054
2020-04-02,0.9951000213623047
2020-04-03,1.0706000328063965
2020-04-06,1.045699954032898
2020-04-07,1.027500033378601
2020-04-08,1.010699987411499
2020-04-09,0.972599983215332
2020-04-13,0.9945999979972839
2020-04-14,0.9441999793052673
2020-04-15,0.9138000011444092
2020-04-16,0.9463000297546387
2020-04-17,0.9563000202178955
2020-04-20,0.8877999782562256
2020-04-21,0.7268999814987183
2020-04-22,0.7311000227928162
2020-04-23,0.734499990940094
2020-04-24,0.6467000246047974
2020-04-27,0.6104000210762024
2020-04-28,0.6308000087738037
2020-04-29,0.6945000290870667
2020-04-30,0.7318999767303467
2020-05-01,0.7961000204086304
2020-05-04,0.8030999898910522
2020-05-05,0.8960000276565552
2020-05-06,0.8240000009536743
2020-05-07,0.8371000289916992
2020-05-08,0.8992999792098999
2020-05-11,0.8687000274658203
2020-05-12,0.8384000062942505
2020-05-13,0.8313999772071838
2020-05-14,0.8948000073432922
2020-05-15,0.9204000234603882
2020-05-18,1.0063999891281128
2020-05-19,0.9735999703407288
2020-05-20,0.9905999898910522
2020-05-21,0.9890000224113464
2020-05-22,0.9819999933242798
2020-05-26,0.9908000230789185
2020-05-27,0.972100019454956
2020-05-28,0.925599992275238
2020-05-29,0.9646999835968018
2020-06-01,1.0290000438690186
2020-06-02,1.0921000242233276
2020-06-03,1.0645999908447266
2020-06-04,1.0741000175476074
2020-06-05,1.1505999565124512
2020-06-08,1.1212999820709229
2020-06-09,1.1547000408172607
2020-06-10,1.1729999780654907
2020-06-11,1.0880000591278076
2020-06-12,1.1014000177383423
2020-06-15,1.1369999647140503
2020-06-16,1.1821999549865723
2020-06-17,1.1820000410079956
2020-06-18,1.1986000537872314
2020-06-19,1.211400032043457
2020-06-22,1.2186000347137451
2020-06-23,1.2029999494552612
2020-06-24,1.1507999897003174
2020-06-25,1.1555999517440796
2020-06-26,1.136299967765808
2020-06-29,1.1654000282287598
2020-06-30,1.1780999898910522
2020-07-01,1.1995999813079834
2020-07-02,1.2310999631881714
2020-07-06,1.2417000532150269
2020-07-07,1.243299961090088
2020-07-08,1.2344000339508057
2020-07-09,1.2238999605178833
2020-07-10,1.2411999702453613
2020-07-13,1.2235000133514404
2020-07-14,1.2208000421524048
2020-07-15,1.2447999715805054
2020-07-16,1.2279000282287598
2020-07-17,1.219099998474121
2020-07-20,1.2354999780654907
2020-07-21,1.2799999713897705
2020-07-22,1.2706999778747559
2020-07-23,1.25409996509552
2020-07-24,1.2562999725341797
2020-07-27,1.25409996509552
2020-07-28,1.2421000003814697
2020-07-29,1.2532999515533447
2020-07-30,1.211899995803833
2020-07-31,1.2171000242233276
2020-08-03,1.2409000396728516
2020-08-04,1.2583999633789062
2020-08-05,1.263100028038025
2020-08-06,1.249899983406067
2020-08-07,1.2199000120162964
2020-08-10,1.236899971961975
2020-08-11,1.2383999824523926
2020-08-12,1.257200002670288
2020-08-13,1.2381000518798828
2020-08-14,1.2367000579833984
2020-08-17,1.2390999794006348
2020-08-18,1.2604000568389893
2020-08-19,1.2510000467300415
2020-08-20,1.2467000484466553
2020-08-21,1.2079999446868896
2020-08-24,1.2475999593734741
2020-08-25,1.26010000705719
2020-08-26,1.2446999549865723
2020-08-27,1.2107000350952148
2020-08-28,1.2161999940872192
2020-08-31,1.1960999965667725
2020-09-01,1.2308000326156616
2020-09-02,1.1885000467300415
2020-09-03,1.1677000522613525
2020-09-04,1.1514999866485596
2020-09-08,1.076799988746643
2020-09-09,1.1060999631881714
2020-09-10,1.0823999643325806
2020-09-11,1.0895999670028687
2020-09-14,1.093400001525879
2020-09-15,1.0993000268936157
2020-09-16,1.1162999868392944
2020-09-17,1.1598000526428223
2020-09-18,1.159000039100647
2020-09-21,1.107300043106079
2020-09-22,1.0960999727249146
2020-09-23,1.1074999570846558
2020-09-24,1.1167000532150269
2020-09-25,1.1261999607086182
2020-09-28,1.1395000219345093
2020-09-29,1.1089999675750732
2020-09-30,1.145400047302246
2020-10-01,1.125
2020-10-02,1.0850000381469727
2020-10-05,1.1332999467849731
2020-10-06,1.188599944114685
2020-10-07,1.1607999801635742
2020-10-08,1.1922999620437622
2020-10-09,1.1933000087738037
2020-10-12,1.157099962234497
2020-10-13,1.1690000295639038
2020-10-14,1.1924999952316284
2020-10-15,1.1886999607086182
2020-10-16,1.1791000366210938
2020-10-19,1.1581000089645386
2020-10-20,1.1734999418258667
2020-10-21,1.1398999691009521
2020-10-22,1.1606999635696411
2020-10-23,1.1512999534606934
2020-10-26,1.1217999458312988
2020-10-27,1.1576999425888062
2020-10-28,1.1141999959945679
2020-10-29,1.0884000062942505
2020-10-30,1.0813000202178955
2020-11-02,1.1123000383377075
2020-11-03,1.1270999908447266
2020-11-04,1.1734999418258667
2020-11-05,1.169600009918213
2020-11-06,1.1426000595092773
2020-11-09,1.2166999578475952
2020-11-10,1.252500057220459
2020-11-11,1.2458000183105469
2020-11-12,1.233299970626831
2020-11-13,1.204200029373169
2020-11-16,1.2288999557495117
2020-11-17,1.2390999794006348
2020-11-18,1.2640000581741333
2020-11-19,1.2706999778747559
2020-11-20,1.2862999439239502
2020-11-23,1.3105000257492065
2020-11-24,1.3595000505447388
2020-11-25,1.3866000175476074
2020-11-27,1.3804999589920044
2020-11-30,1.3559000492095947
2020-12-01,1.3473000526428223
2020-12-02,1.3661999702453613
2020-12-03,1.3933000564575195
2020-12-04,1.402999997138977
2020-12-07,1.3991999626159668
2020-12-08,1.4067000150680542
2020-12-09,1.398900032043457
2020-12-10,1.4357000589370728
2020-12-11,1.436900019645691
2020-12-14,1.4543999433517456
2020-12-15,1.464400053024292
2020-12-16,1.4779000282287598
2020-12-17,1.4952000379562378
2020-12-18,1.5130000114440918
2020-12-21,1.4773999452590942
2020-12-22,1.4615999460220337
2020-12-23,1.497499942779541
2020-12-24,1.4900000095367432
2020-12-28,1.4789999723434448
2020-12-29,1.486799955368042
2020-12-30,1.489799976348877
2020-12-31,1.4763000011444092
2021-01-04,1.4620000123977661
2021-01-05,1.5189000368118286
2021-01-06,1.5286999940872192
2021-01-07,1.538100004196167
2021-01-08,1.5794999599456787
2021-01-11,1.5735000371932983
2021-01-12,1.5966999530792236
2021-01-13,1.5988999605178833
2021-01-14,1.6194000244140625
2021-01-15,1.592900037765503
2021-01-19,1.5987000465393066
2021-01-20,1.6003999710083008
2021-01-21,1.600600004196167
2021-01-22,1.5759999752044678
2021-01-25,1.5938999652862549
2021-01-26,1.5983999967575073
2021-01-27,1.6088999509811401
2021-01-28,1.601699948310852
2021-01-29,1.6003999710083008
2021-02-01,1.6469000577926636
2021-02-02,1.6746000051498413
2021-02-03,1.690500020980835
2021-02-04,1.7005000114440918
2021-02-05,1.7137000560760498
2021-02-08,1.7477999925613403
2021-02-09,1.756700038909912
2021-02-10,1.7610000371932983
2021-02-11,1.7446000576019287
2021-02-12,1.771399974822998
2021-02-16,1.8143999576568604
2021-02-17,1.8377000093460083
2021-02-18,1.836400032043457
2021-02-19,1.8229000568389893
2021-02-22,1.8586000204086304
2021-02-23,1.8680000305175781
2021-02-24,1.9083000421524048
2021-02-25,1.906599998474121
2021-02-26,1.8565000295639038
2021-03-01,1.819200038909912
2021-03-02,1.8080999851226807
2021-03-03,1.8357000350952148
2021-03-04,1.8960000276565552
2021-03-05,1.944000005722046
2021-03-08,1.9084999561309814
2021-03-09,1.9072999954223633
2021-03-10,1.9172999858856201
2021-03-11,1.9594000577926636
2021-03-12,1.9674999713897705
2021-03-15,1.9488999843597412
2021-03-16,1.9327000379562378
2021-03-17,1.9061000347137451
2021-03-18,1.7841999530792236
2021-03-19,1.8222999572753906
2021-03-22,1.829300045967102
2021-03-23,1.748900055885315
2021-03-24,1.825600028038025
2021-03-25,1.7477999925613403
2021-03-26,1.809999942779541
2021-03-29,1.8098000288009644
2021-03-30,1.789199948310852
2021-03-31,1.771299958229065
2021-04-01,1.8315999507904053
2021-04-05,1.7724000215530396
2021-04-06,1.794100046157837
2021-04-07,1.8078999519348145
2021-04-08,1.8098000288009644
2021-04-09,1.8076000213623047
2021-04-12,1.8079999685287476
2021-04-13,1.8144999742507935
2021-04-14,1.8899999856948853
2021-04-15,1.898900032043457
2021-04-16,1.8956999778747559
2021-04-19,1.8925000429153442
2021-04-20,1.8801000118255615
2021-04-21,1.853700041770935
2021-04-22,1.86080002784729
2021-04-23,1.8734999895095825
2021-04-26,1.878499984741211
2021-04-27,1.9056999683380127
2021-04-28,1.938599944114685
2021-04-29,1.961400032043457
2021-04-30,1.9211000204086304
2021-05-03,1.9519000053405762
2021-05-04,1.9988000392913818
2021-05-05,2.002500057220459
2021-05-06,1.9895000457763672
2021-05-07,2.0106000900268555
2021-05-10,2.0165998935699463
2021-05-11,2.0416998863220215
2021-05-12,2.069499969482422
2021-05-13,2.0009000301361084
2021-05-14,2.0362000465393066
2021-05-17,2.0604000091552734
2021-05-18,2.0564000606536865
2021-05-19,2.0071001052856445
2021-05-20,1.964400053024292
2021-05-21,1.9881999492645264
2021-05-24,2.0420000553131104
2021-05-25,2.035399913787842
2021-05-26,2.0452001094818115
2021-05-27,2.0564000606536865
2021-05-28,2.0445001125335693
2021-06-01,2.071500062942505
2021-06-02,2.107100009918213
2021-06-03,2.1017000675201416
2021-06-04,2.1198999881744385
2021-06-07,2.115600109100342
2021-06-08,2.134999990463257
2021-06-09,2.129499912261963
2021-06-10,2.143399953842163
2021-06-11,2.120699882507324
2021-06-14,2.111599922180176
2021-06-15,2.112299919128418
2021-06-16,2.1033999919891357
2021-06-17,2.066800117492676
2021-06-18,2.0931999683380127
2021-06-21,2.126800060272217
2021-06-22,2.1510000228881836
2021-06-23,2.15939998626709
2021-06-24,2.1623001098632812
2021-06-25,2.1493000984191895
2021-06-28,2.1182000637054443
2021-06-29,2.1219000816345215
2021-06-30,2.128700017929077
2021-07-01,2.1561999320983887
2021-07-02,2.1791000366210938
2021-07-06,2.1048998832702637
2021-07-07,2.089099884033203
2021-07-08,2.1203999519348145
2021-07-09,2.1552000045776367
2021-07-12,2.1498000621795654
2021-07-13,2.1844000816345215
2021-07-14,2.1435000896453857
2021-07-15,2.112600088119507
2021-07-16,2.113300085067749
2021-07-19,1.985200047492981
2021-07-20,2.012700080871582
2021-07-21,2.0869998931884766
2021-07-22,2.1326000690460205
2021-07-23,2.1338999271392822
2021-07-26,2.1510000228881836
2021-07-27,2.143899917602539
2021-07-28,2.1559998989105225
2021-07-29,2.1893999576568604
2021-07-30,2.199399948120117
2021-08-02,2.1357998847961426
2021-08-03,2.1263999938964844
2021-08-04,2.0741000175476074
2021-08-05,2.1059999465942383
2021-08-06,2.0845000743865967
2021-08-09,2.042099952697754
2021-08-10,2.080199956893921
2021-08-11,2.105799913406372
2021-08-12,2.1038999557495117
2021-08-13,2.077899932861328
2021-08-16,2.04830002784729
2021-08-17,2.036099910736084
2021-08-18,2.021199941635132
2021-08-19,1.968999981880188
2021-08-20,1.9082000255584717
2021-08-23,2.0051000118255615
2021-08-24,2.066800117492676
2021-08-25,2.1182000637054443
2021-08-26,2.083199977874756
2021-08-27,2.1092000007629395
2021-08-30,2.1403000354766846
2021-08-31,2.13100004196167
2021-09-01,2.1289000511169434
2021-09-02,2.1677000522613525
2021-09-03,2.15939998626709
2021-09-07,2.1215999126434326
2021-09-08,2.136399984359741
2021-09-09,2.1136999130249023
2021-09-10,2.1459999084472656
2021-09-13,2.1582999229431152
2021-09-14,2.16129994392395
2021-09-15,2.2053000926971436
2021-09-16,2.2109999656677246
2021-09-17,2.2091000080108643
2021-09-20,2.1589999198913574
2021-09-21,2.173799991607666
2021-09-22,2.2116000652313232
2021-09-23,2.2490999698638916
2021-09-24,2.2671000957489014
2021-09-27,2.2960000038146973
2021-09-28,2.2890000343322754
2021-09-29,2.307499885559082
2021-09-30,2.3417000770568848
2021-10-01,2.382699966430664
2021-10-04,2.4365999698638916
2021-10-05,2.4935998916625977
2021-10-06,2.441999912261963
2021-10-07,2.4595999717712402
2021-10-08,2.4737000465393066
2021-10-11,2.515000104904175
2021-10-12,2.509999990463257
2021-10-13,2.5211000442504883
2021-10-14,2.5613999366760254
2021-10-15,2.573699951171875
2021-10-18,2.5492000579833984
2021-10-19,2.560699939727783
2021-10-20,2.5922999382019043
2021-10-21,2.549099922180176
2021-10-22,2.5388998985290527
2021-10-25,2.56469988822937
2021-10-26,2.5773000717163086
2021-10-27,2.5148000717163086
2021-10-28,2.5164999961853027
2021-10-29,2.4964001178741455
2021-11-01,2.5030999183654785
2021-11-02,2.50819993019104
2021-11-03,2.434499979019165
2021-11-04,2.406599998474121
2021-11-05,2.4556000232696533
2021-11-08,2.467099905014038
2021-11-09,2.5081000328063965
2021-11-10,2.4521000385284424
2021-11-11,2.4470999240875244
2021-11-12,2.403700113296509
2021-11-15,2.398099899291992
2021-11-16,2.4309000968933105
2021-11-17,2.3643999099731445
2021-11-18,2.384000062942505
2021-11-19,2.2934000492095947
2021-11-22,2.3254001140594482
2021-11-23,2.3842999935150146
2021-11-24,2.382999897003174
2021-11-26,2.0945000648498535
2021-11-29,2.152100086212158
2021-11-30,2.063800096511841
2021-12-01,2.0771000385284424
2021-12-02,2.1033999919891357
2021-12-03,2.098400115966797
2021-12-06,2.1712000370025635
2021-12-07,2.224600076675415
2021-12-08,2.2613000869750977
2021-12-09,2.2502999305725098
2021-12-10,2.2516000270843506
2021-12-13,2.232800006866455
2021-12-14,2.218400001525879
2021-12-15,2.220400094985962
2021-12-16,2.2662999629974365
2021-12-17,2.219899892807007
2021-12-20,2.1730000972747803
2021-12-21,2.2578001022338867
2021-12-22,2.307800054550171
2021-12-23,2.331399917602539
2021-12-27,2.3534998893737793
2021-12-28,2.3714001178741455
2021-12-29,2.3777999877929688
2021-12-30,2.395900011062622
2021-12-31,2.3301000595092773
2022-01-03,2.3573999404907227
2022-01-04,2.4094998836517334
2022-01-05,2.4460999965667725
2022-01-06,2.4776999950408936
2022-01-07,2.481800079345703
2022-01-10,2.487600088119507
2022-01-11,2.5636000633239746
2022-01-12,2.5941998958587646
2022-01-13,2.6085000038146973
2022-01-14,2.6342999935150146
2022-01-18,2.6740000247955322
2022-01-19,2.6923000812530518
2022-01-20,2.671799898147583
2022-01-21,2.691200017929077
2022-01-24,2.6273999214172363
2022-01-25,2.669100046157837
2022-01-26,2.74399995803833
2022-01-27,2.7945001125335693
2022-01-28,2.7855000495910645
2022-01-31,2.759200096130371
2022-02-01,2.7411999702453613
2022-02-02,2.768899917602539
2022-02-03,2.8394999504089355
2022-02-04,2.8750998973846436
2022-02-07,2.8554000854492188
2022-02-08,2.79259991645813
2022-02-09,2.824899911880493
2022-02-10,2.827199935913086
2022-02-11,2.910900115966797
2022-02-14,2.9618000984191895
2022-02-15,2.859499931335449
2022-02-16,2.8575000762939453
2022-02-17,2.7862000465393066
2022-02-18,2.7815001010894775
2022-02-22,2.8187999725341797
2022-02-23,2.829200029373169
2022-02-24,2.896899938583374
2022-02-25,2.8494999408721924
2022-02-28,3.013400077819824
2022-03-01,3.151099920272827
2022-03-02,3.4946999549865723
2022-03-03,3.5034000873565674
2022-03-04,3.7762999534606934
2022-03-07,3.9214999675750732
2022-03-08,4.437300205230713
2022-03-09,3.4642999172210693
2022-03-10,3.2962000370025635
2022-03-11,3.41759991645813
2022-03-14,3.2762999534606934
2022-03-15,3.0297000408172607
2022-03-16,3.100100040435791
2022-03-17,3.4874000549316406
2022-03-18,3.598099946975708
2022-03-21,3.8008999824523926
2022-03-22,3.8642001152038574
2022-03-23,4.114799976348877
2022-03-24,4.15339994430542
2022-03-25,4.11460018157959
2022-03-28,3.783400058746338
2022-03-29,3.716099977493286
2022-03-30,3.808500051498413
2022-03-31,3.691200017929077
2022-04-01,3.4240000247955322
2022-04-04,3.546099901199341
2022-04-05,3.4681999683380127
2022-04-06,3.3452000617980957
2022-04-07,3.2678000926971436
2022-04-08,3.3176000118255615
2022-04-11,3.267699956893921
2022-04-12,3.464400053024292
2022-04-13,3.718400001525879
2022-04-14,3.85479998588562
2022-04-18,3.8907999992370605
2022-04-19,3.8619000911712646
2022-04-20,3.973099946975708
2022-04-21,3.9007999897003174
2022-04-22,3.9386000633239746
2022-04-25,4.09089994430542
2022-04-26,4.467899799346924
2022-04-27,4.674300193786621
2022-04-28,5.13539981842041
2022-04-29,4.781700134277344
2022-05-02,4.204899787902832
2022-05-03,4.082699775695801
2022-05-04,4.197000026702881
2022-05-05,4.041299819946289
2022-05-06,3.9542999267578125
2022-05-09,3.83489990234375
2022-05-10,3.9321999549865723
2022-05-11,3.951200008392334
2022-05-12,3.916100025177002
2022-05-13,3.9212000370025635
2022-05-16,3.9075000286102295
2022-05-17,3.799299955368042
2022-05-18,3.668100118637085
2022-05-19,3.7920000553131104
2022-05-20,3.7390999794006348
2022-05-23,3.7688000202178955
2022-05-24,3.7818000316619873
2022-05-25,3.8664000034332275
2022-05-26,3.9679999351501465
2022-05-27,4.002900123596191
2022-05-31,4.09089994430542
2022-06-01,4.1433000564575195
2022-06-02,4.208399772644043
2022-06-03,4.280300140380859
2022-06-06,4.360099792480469
2022-06-07,4.3206000328063965
2022-06-08,4.314300060272217
2022-06-09,4.40369987487793
2022-06-10,4.366700172424316
2022-06-13,4.283400058746338
2022-06-14,4.394000053405762
2022-06-15,4.546999931335449
2022-06-16,4.571300029754639
2022-06-17,4.339799880981445
2022-06-21,4.358399868011475
2022-06-22,4.404600143432617
2022-06-23,4.337900161743164
2022-06-24,4.3628997802734375
2022-06-27,4.230199813842773
2022-06-28,4.199399948120117
2022-06-29,4.0366997718811035
2022-06-30,3.898200035095215
2022-07-01,3.9388999938964844
2022-07-05,3.601599931716919
2022-07-06,3.410599946975708
2022-07-07,3.6738998889923096
2022-07-08,3.6728999614715576
2022-07-11,3.7681000232696533
2022-07-12,3.662600040435791
2022-07-13,3.6658999919891357
2022-07-14,3.649399995803833
2022-07-15,3.6989998817443848
2022-07-18,3.6554999351501465
