date,nav,daily_pnl,position,pos_size_bbl,roll_cost,action,crack,z_score
2019-05-30,1000000.0,0.0,0,0,0.0,hold,22.8208,
2019-05-31,1000000.0,0.0,0,0,0.0,hold,22.7412,
2019-06-03,1000000.0,0.0,0,0,0.0,hold,20.7974,
2019-06-04,1000000.0,0.0,0,0,0.0,hold,20.2986,
2019-06-05,1000000.0,0.0,0,0,0.0,hold,20.6384,
2019-06-06,1000000.0,0.0,0,0,0.0,hold,20.259,
2019-06-07,1000000.0,0.0,0,0,0.0,hold,20.2464,
2019-06-10,1000000.0,0.0,0,0,0.0,hold,20.4766,
2019-06-11,1000000.0,0.0,0,0,0.0,hold,21.4158,
2019-06-12,1000000.0,0.0,0,0,0.0,hold,20.9894,
2019-06-13,1000000.0,0.0,0,0,0.0,hold,21.1696,
2019-06-14,1000000.0,0.0,0,0,0.0,hold,21.6116,
2019-06-17,1000000.0,0.0,0,0,0.0,hold,20.6054,
2019-06-18,1000000.0,0.0,0,0,0.0,hold,19.8884,
2019-06-19,1000000.0,0.0,0,0,0.0,hold,20.4456,
2019-06-20,1000000.0,0.0,0,0,0.0,hold,19.7466,
2019-06-21,1000000.0,0.0,0,0,0.0,hold,21.362,
2019-06-24,1000000.0,0.0,0,0,0.0,hold,20.7618,
2019-06-25,1000000.0,0.0,0,0,0.0,hold,21.6592,
2019-06-26,1000000.0,0.0,0,0,0.0,hold,23.3894,
2019-06-27,1000000.0,0.0,0,0,0.0,hold,22.4098,
2019-06-28,1000000.0,0.0,0,0,0.0,hold,23.1444,
2019-07-01,1000000.0,0.0,0,0,0.0,hold,22.3172,
2019-07-02,1000000.0,0.0,0,0,0.0,hold,22.5266,
2019-07-03,1000000.0,0.0,0,0,0.0,hold,22.9094,
2019-07-05,1000000.0,0.0,0,0,0.0,hold,23.186,
2019-07-08,1000000.0,0.0,0,0,0.0,hold,22.1106,
2019-07-09,1000000.0,0.0,0,0,0.0,hold,22.8716,
2019-07-10,1000000.0,0.0,0,0,0.0,hold,23.5896,
2019-07-11,1000000.0,0.0,0,0,0.0,hold,23.2064,
2019-07-12,1000000.0,0.0,0,0,0.0,hold,22.8674,
2019-07-15,1000000.0,0.0,0,0,0.0,hold,21.7908,
2019-07-16,1000000.0,0.0,0,0,0.0,hold,22.019,
2019-07-17,1000000.0,0.0,0,0,0.0,hold,22.32,
2019-07-18,1000000.0,0.0,0,0,0.0,hold,22.1326,
2019-07-19,1000000.0,0.0,0,0,0.0,hold,22.3584,
2019-07-22,1000000.0,0.0,0,0,0.0,hold,21.5542,
2019-07-23,1000000.0,0.0,0,0,0.0,hold,22.2278,
2019-07-24,1000000.0,0.0,0,0,0.0,hold,22.7846,
2019-07-25,1000000.0,0.0,0,0,0.0,hold,23.4286,
2019-07-26,1000000.0,0.0,0,0,0.0,hold,22.9448,
